"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ncbi_gene_id","Name","Region","color","OTHER","description","accession","synonyms"
"32245",12149,"chr19",49142331,49143380,2.8545,"transcription_start_site","-",49140588,49140588,-1743,-2268,1628,"DBP","chr19:49140588-49140588",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49140588-49140588&pix=800&Submit=submit","D site of albumin promoter (albumin D-box) binding protein","BC011965","DABP"
"13563",5162,"chr7",99696505,99697384,3.4837,"transcription_start_site","+",99699129,99699129,-1745,-2184,9179,"AP4M1","chr7:99699129-99699129",9900,"MU-4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:99699129-99699129&pix=800&Submit=submit,MU-ARP2","adaptor-related protein complex 4, mu 1 subunit","NM_004722","CPSQ3"
"24275",9211,"chr14",105264762,105265187,2.9594,"transcription_start_site","+",105266932,105266932,-1745,-1952,100128927,"ZBTB42","chr14:105266932-105266932",9900,"MGC189728,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:105266932-105266932&pix=800&Submit=submit","zinc finger and BTB domain containing 42","NM_001137601","FLJ43013"
"3699",1396,"chr2",39002807,39003578,3.1111,"transcription_start_site","+",39005326,39005326,-1748,-2136,79833,"GEMIN6","chr2:39005326-39005326",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:39005326-39005326&pix=800&Submit=submit","gem (nuclear organelle) associated protein 6","NM_024775","FLJ23459"
"773",302,"chr1",31198152,31198499,3.2388,"transcription_start_site","-",31196402,31196402,-1750,-1924,4146,"MATN1","chr1:31196402-31196402",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:31196402-31196402&pix=800&Submit=submit,CRTM","matrilin 1, cartilage matrix protein","BC160064","CMP"
"10657",4041,"chr5",179109725,179110050,2.6116,"transcription_start_site","-",179107975,179107975,-1750,-1920,646019,"CBY3","chr5:179107975-179107975",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:179107975-179107975&pix=800&Submit=submit","chibby homolog 3 (Drosophila)","NM_001164444","-"
"26608",10071,"chr16",58495253,58495796,3.1316,"transcription_start_site","+",58497548,58497548,-1752,-2024,65009,"NDRG4","chr16:58497548-58497548",9900,"FLJ42011,SMAP-8,KIAA1180,FLJ30586,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:58497548-58497548&pix=800&Submit=submit,MGC19632","NDRG family member 4","NM_020465","DKFZp686I1615"
"5489",2063,"chr2",234260845,234261398,3.3454,"transcription_start_site","+",234263152,234263152,-1754,-2032,8527,"DGKD","chr2:234263152-234263152",9900,"KIAA0145,dgkd-2,FLJ26930,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:234263152-234263152&pix=800&Submit=submit","diacylglycerol kinase, delta 130kDa","NM_152879","DGKdelta"
"29703",11173,"chr17",79896411,79897039,2.3047,"transcription_start_site","-",79894651,79894651,-1760,-2072,5831,"PYCR1","chr17:79894651-79894651",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:79894651-79894651&pix=800&Submit=submit,PP222,PIG45,P5C,PYCR,PRO3,P5CR","pyrroline-5-carboxylate reductase 1","BC022244","ARCL2B"
"7569",2878,"chr3",195718911,195720613,4.3269,"transcription_start_site","-",195717150,195717150,-1761,-2608,255812,"SDHAP1","chr3:195717150-195717150",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:195717150-195717150&pix=800&Submit=submit,SDHALP1","succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1","NR_003264","SDHAL1"
"24377",9241,"chr15",25328380,25331046,3.1174,"transcription_start_site","+",25332807,25332807,-1761,-3096,100033431,"SNORD116-20","chr15:25332807-25332807",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:25332807-25332807&pix=800&Submit=submit","small nucleolar RNA, C/D box 116-20","NR_003334","HBII-85-20"
"30662",11560,"chr19",5688359,5688508,2.3712,"transcription_start_site","+",5690271,5690271,-1763,-1837,25873,"RPL36","chr19:5690271-5690271",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:5690271-5690271&pix=800&Submit=submit","ribosomal protein L36","NM_033643","DKFZp566B023"
"6273",2372,"chr3",48756387,48756544,2.5822,"transcription_start_site","-",48754620,48754620,-1767,-1844,51447,"IP6K2","chr3:48754620-48754620",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:48754620-48754620&pix=800&Submit=submit,PiUS","inositol hexakisphosphate kinase 2","BC019694","IHPK2"
"34250",12899,"chr21",34636621,34636903,2.0913,"transcription_start_site","+",34638671,34638671,-1768,-1912,3588,"IL10RB","chr21:34638671-34638671",9900,"CRF2-4,D21S58,D21S66,IL-10R2,CRFB4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr21:34638671-34638671&pix=800&Submit=submit","interleukin 10 receptor, beta","NM_000628","CDW210B"
"30494",11495,"chr19",1956316,1956747,2.3155,"transcription_start_site","-",1954546,1954546,-1770,-1985,255193,"C19orf34","chr19:1954546-1954546",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:1954546-1954546&pix=800&Submit=submit","chromosome 19 open reading frame 34","BC029585","MGC39696"
"10917",4158,"chr6",15244179,15244712,3.7188,"transcription_start_site","+",15246488,15246488,-1776,-2042,3720,"JARID2","chr6:15246488-15246488",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:15246488-15246488&pix=800&Submit=submit","jumonji, AT rich interactive domain 2","BC046246","JMJ"
"19675",7532,"chr11",68673064,68673998,4.4877,"transcription_start_site","-",68671288,68671288,-1776,-2248,219927,"MRPL21","chr11:68671288-68671288",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:68671288-68671288&pix=800&Submit=submit,MRP-L21,MGC62013","mitochondrial ribosomal protein L21","BC055088","L21mt"
"19693",7541,"chr11",70706459,70707118,2.4577,"transcription_start_site","+",70708894,70708894,-1776,-2112,220070,"C11orf76","chr11:70708894-70708894",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:70708894-70708894&pix=800&Submit=submit","chromosome 11 open reading frame 76","BC004224","-"
"16101",6210,"chr9",99383440,99385059,2.6732,"transcription_start_site","-",99381662,99381662,-1778,-2584,8555,"CDC14B","chr9:99381662-99381662",9900,"Cdc14B1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:99381662-99381662&pix=800&Submit=submit,Cdc14B2,hCDC14B","CDC14 cell division cycle 14 homolog B (S. cerevisiae)","BC156666","CDC14B3"
"24298",9221,"chr15",22953425,22953968,3.0429,"transcription_start_site","+",22955754,22955754,-1786,-2058,23191,"CYFIP1","chr15:22955754-22955754",9900,"P140SRA-1,SRA1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:22955754-22955754&pix=800&Submit=submit,SHYC","cytoplasmic FMR1 interacting protein 1","NM_001033028","FLJ45151"
"29365",11051,"chr17",73255422,73255959,2.4996,"transcription_start_site","+",73257748,73257748,-1789,-2048,51081,"MRPS7","chr17:73257748-73257748",9900,"S7mt,RPMS7,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:73257748-73257748&pix=800&Submit=submit,RP-S7,bMRP27a,MRP-S7","mitochondrial ribosomal protein S7","NM_015971","MRP-S"
"7534",2862,"chr3",194092253,194092486,2.4138,"transcription_start_site","-",194090460,194090460,-1793,-1904,131578,"LRRC15","chr3:194090460-194090460",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:194090460-194090460&pix=800&Submit=submit","leucine rich repeat containing 15","BC101064","LIB"
"14074",5361,"chr7",143535604,143536262,3.0092,"transcription_start_site","-",143533810,143533810,-1794,-2128,154761,"LOC154761","chr7:143533810-143533810",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:143533810-143533810&pix=800&Submit=submit","hypothetical LOC154761","NR_015421","FLJ58905"
"23318",8866,"chr14",24503169,24503911,3.2522,"transcription_start_site","+",24505709,24505709,-1798,-2168,728635,"DHRS4L1","chr14:24505709-24505709",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:24505709-24505709&pix=800&Submit=submit","dehydrogenase/reductase (SDR family) member 4 like 1","NM_001082488","-"
"25068",9495,"chr15",72980288,72980567,2.1611,"transcription_start_site","-",72978490,72978490,-1798,-1944,123346,"HIGD2B","chr15:72978490-72978490",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:72978490-72978490&pix=800&Submit=submit","HIG1 hypoxia inducible domain family, member 2B (pseudogene)","NR_002780","HIGD2BP"
"15429",5916,"chr8",144418833,144419068,2.3548,"transcription_start_site","-",144417034,144417034,-1799,-1904,116447,"TOP1MT","chr8:144417034-144417034",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:144417034-144417034&pix=800&Submit=submit","topoisomerase (DNA) I, mitochondrial","BC071914","-"
"17950",6914,"chr10",118503783,118504748,4.4877,"transcription_start_site","-",118501983,118501983,-1800,-2288,259217,"HSPA12A","chr10:118501983-118501983",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:118501983-118501983&pix=800&Submit=submit,KIAA0417","heat shock 70kDa protein 12A","BC156889","FLJ13874"
"25726",9729,"chr16",2477022,2477593,3.2614,"transcription_start_site","+",2479394,2479394,-1801,-2086,899,"CCNF","chr16:2479394-2479394",9900,"FBXO1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:2479394-2479394&pix=800&Submit=submit","cyclin F","NM_001761","FBX1"
"33189",12479,"chr20",4231460,4231811,2.6739,"transcription_start_site","-",4229659,4229659,-1801,-1976,146,"ADRA1D","chr20:4229659-4229659",9900,"ALPHA1,ADRA1R,ADRA1A,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:4229659-4229659&pix=800&Submit=submit,dJ779E11.2,DAR","adrenergic, alpha-1D-, receptor","NM_000678","ADRA1"
"33985",12790,"chr20",60875959,60876225,2.097,"transcription_start_site","+",60878026,60878026,-1801,-1932,11047,"ADRM1","chr20:60878026-60878026",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:60878026-60878026&pix=800&Submit=submit,Rpn13,GP110,MGC29536","adhesion regulating molecule 1","NM_007002","ARM1"
"9655",3722,"chr5",122422767,122423038,2.6595,"transcription_start_site","+",122424840,122424840,-1802,-1936,93166,"PRDM6","chr5:122424840-122424840",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:122424840-122424840&pix=800&Submit=submit","PR domain containing 6","NM_001136239","-"
"16901",6506,"chr9",139604966,139605219,2.3313,"transcription_start_site","+",139607023,139607023,-1804,-1936,138311,"FAM69B","chr9:139607023-139607023",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:139607023-139607023&pix=800&Submit=submit,pp6977,MGC20262","family with sequence similarity 69, member B","NM_152421","C9orf136"
"18226",7025,"chr10",135338897,135339061,2.1012,"transcription_start_site","+",135340866,135340866,-1805,-1888,1571,"CYP2E1","chr10:135340866-135340866",9900,"P450C2E,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:135340866-135340866&pix=800&Submit=submit,P450-J,CYP2E","cytochrome P450, family 2, subfamily E, polypeptide 1","NM_000773","CPE1"
"25",14,"chr1",1165087,1165822,3.4062,"transcription_start_site","+",1167628,1167628,-1806,-2173,126792,"B3GALT6","chr1:1167628-1167628",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:1167628-1167628&pix=800&Submit=submit","UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6","NM_080605","beta3GalT6"
"8141",3119,"chr4",57978347,57979131,3.117,"transcription_start_site","-",57976539,57976539,-1808,-2200,3490,"IGFBP7","chr4:57976539-57976539",9900,"IGFBP-7,IGFBP-7v,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:57976539-57976539&pix=800&Submit=submit,PSF,IGFBPRP1,MAC25","insulin-like growth factor binding protein 7","NM_001553","FSTL2"
"33114",12443,"chr20",2359295,2359744,2.3577,"transcription_start_site","+",2361553,2361553,-1809,-2033,343641,"TGM6","chr20:2361553-2361553",9900,"dJ734P14.3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:2361553-2361553&pix=800&Submit=submit,TGY","transglutaminase 6","NM_198994","TGM3L"
"34480",13001,"chr21",45081166,45081937,3.5828,"transcription_start_site","-",45079357,45079357,-1809,-2196,11077,"HSF2BP","chr21:45079357-45079357",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr21:45079357-45079357&pix=800&Submit=submit","heat shock transcription factor 2 binding protein","BC000153","-"
"21805",8299,"chr12",81107970,81108896,3.5997,"transcription_start_site","+",81110707,81110707,-1811,-2272,4617,"MYF5","chr12:81110707-81110707",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:81110707-81110707&pix=800&Submit=submit","myogenic factor 5","NM_005593","bHLHc2"
"33131",12455,"chr20",2819000,2819557,3.7726,"transcription_start_site","+",2821372,2821372,-1815,-2093,64601,"VPS16","chr20:2821372-2821372",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:2821372-2821372&pix=800&Submit=submit","vacuolar protein sorting 16 homolog (S. cerevisiae)","NM_022575","hVPS16"
"5423",2036,"chr2",232455216,232455755,2.5828,"transcription_start_site","+",232457574,232457574,-1819,-2080,NA,"C2orf57","chr2:232457574-232457574",9900,"ncbi_gene_id,description,synonyms,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:232457574-232457574&pix=800&Submit=submit","","BC024251",""
"21881",8332,"chr12",96431167,96431396,2.7003,"transcription_start_site","-",96429345,96429345,-1822,-1936,4048,"LTA4H","chr12:96429345-96429345",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:96429345-96429345&pix=800&Submit=submit","leukotriene A4 hydrolase","BC032528","-"
"29272",11020,"chr17",71163403,71163634,2.2384,"transcription_start_site","+",71165456,71165456,-1822,-1936,6752,"SSTR2","chr17:71165456-71165456",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:71165456-71165456&pix=800&Submit=submit","somatostatin receptor 2","BC095495","-"
"23779",9032,"chr14",73391113,73391362,2.334,"transcription_start_site","+",73393185,73393185,-1823,-1952,26094,"WDR21A","chr14:73393185-73393185",9900,"MGC20547,MGC46524,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:73393185-73393185&pix=800&Submit=submit,WDR21,WDR21A","DDB1 and CUL4 associated factor 4","BC035901","DKFZp434K114"
"30703",11572,"chr19",6112369,6112699,2.4931,"transcription_start_site","-",6110545,6110545,-1824,-1989,5990,"RFX2","chr19:6110545-6110545",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:6110545-6110545&pix=800&Submit=submit","regulatory factor X, 2 (influences HLA class II expression)","BC071571","FLJ14226"
"16365",6325,"chr9",127017931,127018058,2.3247,"transcription_start_site","+",127019884,127019884,-1826,-1896,10783,"NEK6","chr9:127019884-127019884",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:127019884-127019884&pix=800&Submit=submit","NIMA (never in mitosis gene a)-related kinase 6","NM_001166167","SID6-1512"
"32158",12107,"chr19",47776090,47776315,2.3381,"transcription_start_site","+",47778141,47778141,-1826,-1940,255783,"PRR24","chr19:47778141-47778141",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:47778141-47778141&pix=800&Submit=submit","proline rich 24","NM_178511","-"
"26156",9891,"chr16",24548610,24549080,2.5394,"transcription_start_site","+",24550907,24550907,-1827,-2064,5930,"RBBP6","chr16:24550907-24550907",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:24550907-24550907&pix=800&Submit=submit,DKFZp761B2423,MY038,PACT,P2P-R,SNAMA,RBQ-1","retinoblastoma binding protein 6","NM_006910","DKFZp686P0638"
"13771",5245,"chr7",112088534,112088685,2.2991,"transcription_start_site","+",112090514,112090514,-1829,-1904,3475,"IFRD1","chr7:112090514-112090514",9900,"TIS7,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:112090514-112090514&pix=800&Submit=submit","interferon-related developmental regulator 1","NM_001550","PC4"
"26543",10041,"chr16",56895330,56897289,3.1789,"transcription_start_site","+",56899118,56899118,-1829,-2812,6559,"SLC12A3","chr16:56899118-56899118",9900,"TSC,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:56899118-56899118&pix=800&Submit=submit,NCCT","solute carrier family 12 (sodium/chloride transporters), member 3","NM_001126107","FLJ96318"
"14025",5347,"chr7",140393803,140394650,3.6156,"transcription_start_site","+",140396480,140396480,-1830,-2240,4708,"NDUFB2","chr7:140396480-140396480",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:140396480-140396480&pix=800&Submit=submit,MGC70788,CI-AGGG","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa","NM_004546","AGGG"
"164",67,"chr1",6613161,6613506,2.5069,"transcription_start_site","+",6615337,6615337,-1831,-2003,80835,"TAS1R1","chr1:6615337-6615337",9900,"T1R1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:6615337-6615337&pix=800&Submit=submit,gm148,TR1","taste receptor, type 1, member 1","BC136515","GPR70"
"27585",10410,"chr17",6540327,6542492,3.2242,"transcription_start_site","-",6538493,6538493,-1834,-2916,9851,"KIAA0753","chr17:6538493-6538493",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:6538493-6538493&pix=800&Submit=submit,MGC130041","KIAA0753","BC113016","MGC130040"
"37248",13938,"chrX",153287162,153287315,2.2695,"transcription_start_site","-",153285327,153285327,-1835,-1904,3654,"IRAK1","chrX:153285327-153285327",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:153285327-153285327&pix=800&Submit=submit,pelle","interleukin-1 receptor-associated kinase 1","BC014963","IRAK"
