"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ACC","ncbi_gene_id","Name","Region","color","OTHER","description","ID","accession","synonyms","X"
"90","24333","chr1","2325462","2326311","3.6499","transcription_start_site","-","2322993",2322993,-2469,-2893,"",79906,"MORN1","chr1:2322993-2322993","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:2322993-2322993&pix=800&Submit=submit","MORN repeat containing 1","","NM_024848","FLJ13941",""
"11072","34789","chr19","7905469","7908914","3.1688","transcription_start_site","+","7911385",7911385,-2471,-4193,"",115704,"EVI5L","chr19:7911385-7911385","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:7911385-7911385&pix=800&Submit=submit","ecotropic viral integration site 5-like","","NM_001159944","-",""
"2162","25092","chr1","160144459","160144726","3.0484","transcription_start_site","+","160147200",160147200,-2474,-2608,"",480,"ATP1A4","chr1:160147200-160147200","009900","MGC25056,ATP1AL2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:160147200-160147200&pix=800&Submit=submit","ATPase, Na+/K+ transporting, alpha 4 polypeptide","","NM_001001734","ATP1A1",""
"14504","36569","chrX","41302883","41304222","3.908","transcription_start_site","+","41306712",41306712,-2490,-3160,"",60506,"NYX","chrX:41306712-41306712","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:41306712-41306712&pix=800&Submit=submit,CSNB4,MGC138447,CSNB1","nyctalopin","","NM_022567","CLRP",""
"141","24352","chr1","6323533","6324260","3.4271","transcription_start_site","-","6321035",6321035,-2498,-2861,"",387509,"GPR153","chr1:6321035-6321035","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:6321035-6321035&pix=800&Submit=submit,PGR1","G protein-coupled receptor 153","","NM_207370","DKFZp762B2210",""
"10566","34602","chr18","60203158","60204413","2.9847","transcription_start_site","+","60206913",60206913,-2500,-3128,"",54877,"ZCCHC2","chr18:60206913-60206913","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:60206913-60206913&pix=800&Submit=submit,FLJ20281,KIAA1744,MGC13269","zinc finger, CCHC domain containing 2","","BC137435","DKFZp451A185",""
"10823","34705","chr19","2898119","2898395","2.722","transcription_start_site","+","2900895",2900895,-2500,-2638,"",126295,"ZNF57","chr19:2900895-2900895","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:2900895-2900895&pix=800&Submit=submit","zinc finger protein 57","","NM_173480","ZNF424",""
"1552","24875","chr1","110159622","110159957","2.6165","transcription_start_site","+","110162458",110162458,-2501,-2664,"",271,"AMPD2","chr1:110162458-110162458","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:110162458-110162458&pix=800&Submit=submit","adenosine monophosphate deaminase 2 (isoform L)","","NM_139156","-",""
"9312","34112","chr17","45901620","45902073","2.6335","transcription_start_site","-","45899119",45899119,-2501,-2728,"",114881,"OSBPL7","chr17:45899119-45899119","009900","ORP7,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:45899119-45899119&pix=800&Submit=submit","oxysterol binding protein-like 7","","BC065482","MGC71150",""
"318","24419","chr1","16080003","16080646","3.1438","transcription_start_site","+","16083153",16083153,-2507,-2829,"",54751,"FBLIM1","chr1:16083153-16083153","009900","FBLP-1,FBLP1,RP11-169K16.5,DKFZp434G171,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:16083153-16083153&pix=800&Submit=submit","filamin binding LIM protein 1","","BC019895","CAL",""
"1102","24715","chr1","52828378","52828752","2.9605","transcription_start_site","-","52825868",52825868,-2510,-2696,"",200014,"CC2D1B","chr1:52825868-52825868","009900","RP11-155O18.2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:52825868-52825868&pix=800&Submit=submit","coiled-coil and C2 domain containing 1B","","BC016880","KIAA1836",""
"10147","6787","chr17","80671531","80672068","2.8254","transcription_start_site","+","80674581",80674581,-2513,-2792,"",79672,"FN3KRP","chr17:80674581-80674581","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:80674581-80674581&pix=800&Submit=submit,FN3KL","fructosamine 3 kinase related protein","","NM_024619","FLJ12171",""
"553","24515","chr1","26152615","26152775","3.2124","transcription_start_site","-","26150097",26150097,-2518,-2600,"",646471,"LOC646471","chr1:26150097-26150097","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:26150097-26150097&pix=800&Submit=submit","hypothetical LOC646471","","NR_024498","-",""
"10559","34597","chr18","57564230","57564673","2.4287","transcription_start_site","+","57567191",57567191,-2518,-2740,"",5366,"PMAIP1","chr18:57567191-57567191","009900","NOXA,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:57567191-57567191&pix=800&Submit=submit","phorbol-12-myristate-13-acetate-induced protein 1","","NM_021127","APR",""
"15211","36783","chrX","106962232","106962564","2.8223","transcription_start_site","-","106959711",106959711,-2521,-2688,"",1831,"TSC22D3","chrX:106959711-106959711","009900","DKFZp313A1123,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:106959711-106959711&pix=800&Submit=submit,TSC-22R,hDIP,GILZ,DSIPI","TSC22 domain family, member 3","","NM_001015881","DIP",""
"11881","35095","chr19","39808501","39810425","3.5177","transcription_start_site","-","39805976",39805976,-2525,-3488,"",57622,"LRFN1","chr19:39805976-39805976","009900","SALM2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:39805976-39805976&pix=800&Submit=submit","leucine rich repeat and fibronectin type III domain containing 1","","NM_020862","KIAA1484",""
"457","24481","chr1","22300064","22300891","2.5337","transcription_start_site","+","22303417",22303417,-2526,-2938,"",23436,"CELA3B","chr1:22303417-22303417","009900","ELA3B,E1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:22303417-22303417&pix=800&Submit=submit,EL-1","chymotrypsin-like elastase family, member 3B","","NM_007352","CBPP",""
"9160","34056","chr17","41741476","41741704","2.7926","transcription_start_site","-","41738928",41738928,-2548,-2664,"",4222,"MEOX1","chr17:41738928-41738928","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:41738928-41738928&pix=800&Submit=submit","mesenchyme homeobox 1","","BC069474","MOX1",""
"10633","6974","chr18","72340074","72340368","2.0871","transcription_start_site","+","72342918",72342918,-2550,-2696,"",55628,"ZNF407","chr18:72342918-72342918","009900","KIAA1703,FLJ20307,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:72342918-72342918&pix=800&Submit=submit","zinc finger protein 407","","NM_017757","FLJ13839",""
"11231","34850","chr19","11548464","11549139","3.3351","transcription_start_site","-","11545912",11545912,-2552,-2890,"",115948,"CCDC151","chr19:11545912-11545912","009900","MGC20983,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:11545912-11545912&pix=800&Submit=submit","coiled-coil domain containing 151","","BC141828","FLJ31801",""
"1610","24896","chr1","113007137","113007478","2.7528","transcription_start_site","+","113010039",113010039,-2561,-2728,"",7482,"WNT2B","chr1:113010039-113010039","009900","XWNT2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:113010039-113010039&pix=800&Submit=submit","wingless-type MMTV integration site family, member 2B","","NM_004185","WNT13",""
"9792","34293","chr17","73514205","73516457","3.2895","transcription_start_site","-","73511627",73511627,-2578,-3704,"",57513,"CASKIN2","chr17:73511627-73511627","009900","KIAA1139,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:73511627-73511627&pix=800&Submit=submit,FLJ21609","CASK interacting protein 2","","NM_020753","ANKS5B",""
"15345","36832","chrX","129405457","129405618","2.2795","transcription_start_site","-","129402873",129402873,-2584,-2664,"",55609,"ZNF280C","chrX:129402873-129402873","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:129402873-129402873&pix=800&Submit=submit,ZNF633,SUHW3","zinc finger protein 280C","","NM_017666","FLJ20095",""
"10900","34734","chr19","4912402","4912745","2.5744","transcription_start_site","-","4909815",4909815,-2587,-2758,"",NA,"C19orf31","chr19:4909815-4909815","009900","ncbi_gene_id,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:4909815-4909815&pix=800&Submit=submit,description,synonyms","","","BC137009","",""
"11868","35091","chr19","39697505","39697963","2.2052","transcription_start_site","-","39694906",39694906,-2599,-2832,"",342898,"SYCN","chr19:39694906-39694906","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:39694906-39694906&pix=800&Submit=submit,INSSA1,SYL","syncollin","","NM_001080468","FLJ27441",""
"15638","36915","chrX","153143998","153144323","2.9296","transcription_start_site","-","153141399",153141399,-2599,-2768,"",3897,"L1CAM","chrX:153141399-153141399","009900","S10,N-CAML1,HSAS1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:153141399-153141399&pix=800&Submit=submit,MIC5,HSAS,SPG1,MASA,CD171","L1 cell adhesion molecule","","NM_000425","CAML1",""
"970","24658","chr1","43800422","43800874","2.176","transcription_start_site","+","43803474",43803474,-2600,-2824,"",4352,"MPL","chr1:43803474-43803474","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:43803474-43803474&pix=800&Submit=submit,MPLV,CD110,TPOR","myeloproliferative leukemia virus oncogene","","NM_005373","C-MPL",""
"11085","34796","chr19","8073093","8073490","2.339","transcription_start_site","-","8070492",8070492,-2601,-2799,"",1994,"ELAVL1","chr19:8070492-8070492","009900","Hua,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:8070492-8070492&pix=800&Submit=submit,MelG,HUR","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)","","BC003376","ELAV1",""
"14987","36708","chrX","72061523","72062272","3.8973","transcription_start_site","+","72064875",72064875,-2603,-2976,"",728656,"DMRTC1B","chrX:72064875-72064875","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:72064875-72064875&pix=800&Submit=submit","DMRT-like family C1B","","NM_001080851","-",""
"15695","36928","chrX","153661882","153662652","3.3026","transcription_start_site","+","153665258",153665258,-2606,-2992,"",2664,"GDI1","chrX:153665258-153665258","009900","XAP-4,GDIL,RABGDIA,RABGD1A,MRX48,MRX41,OPHN2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:153665258-153665258&pix=800&Submit=submit","GDP dissociation inhibitor 1","","NM_001493","FLJ41411",""
"1623","24900","chr1","113252297","113252834","2.3248","transcription_start_site","-","113249678",113249678,-2619,-2880,"",389,"RHOC","chr1:113249678-113249678","009900","MGC61427,ARHC,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:113249678-113249678&pix=800&Submit=submit,MGC1448,RHOH9,H9","ras homolog gene family, member C","","NM_001042679","ARH9",""
"458","24481","chr1","22300064","22300891","2.5337","transcription_start_site","+","22303513",22303513,-2622,-3034,"",23436,"ELA3B","chr1:22303513-22303513","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:22303513-22303513&pix=800&Submit=submit,ELA3B,E1,EL-1","chymotrypsin-like elastase family, member 3B","","BC005216","CBPP",""
"9720","34267","chr17","71436539","71437286","4.4234","transcription_start_site","-","71433914",71433914,-2625,-3000,"",54549,"SDK2","chr17:71433914-71433914","009900","KIAA1514,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:71433914-71433914&pix=800&Submit=submit","sidekick homolog 2 (chicken)","","BC172562","FLJ10832",""
"379","24445","chr1","19188808","19188979","2.0119","transcription_start_site","-","19186155",19186155,-2653,-2738,"",80834,"TAS1R2","chr1:19186155-19186155","009900","T1R2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:19186155-19186155&pix=800&Submit=submit,TR2","taste receptor, type 1, member 2","","NM_152232","GPR71",""
"1569","24880","chr1","110652101","110652400","2.2535","transcription_start_site","+","110655061",110655061,-2661,-2808,"",164153,"UBL4B","chr1:110655061-110655061","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:110655061-110655061&pix=800&Submit=submit","ubiquitin-like 4B","","NM_203412","FLJ25690",""
"1937","25018","chr1","154583315","154584658","3.1192","transcription_start_site","-","154580640",154580640,-2675,-3344,"",103,"ADAR","chr1:154580640-154580640","009900","IFI-4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:154580640-154580640&pix=800&Submit=submit,DSH,K88dsRBP,p136,DSRAD,IFI4,DRADA,G1P1","adenosine deaminase, RNA-specific","","BC038227","ADAR1",""
"15394","36848","chrX","134866038","134867277","3.2262","transcription_start_site","+","134869963",134869963,-2686,-3312,"",541465,"CT45A6","chrX:134869963-134869963","009900","CT45.6,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:134869963-134869963&pix=800&Submit=submit","cancer/testis antigen family 45, member A6","","BC156861","CT45-6",""
"12128","35183","chr19","45390924","45391774","4.4228","transcription_start_site","+","45394476",45394476,-2702,-3124,"",10452,"TOMM40","chr19:45394476-45394476","009900","PEREC1,D19S1177E,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:45394476-45394476&pix=800&Submit=submit,TOM40,PER-EC1","translocase of outer mitochondrial membrane 40 homolog (yeast)","","NM_001128917","C19orf1",""
"9981","34371","chr17","78231269","78231956","2.4203","transcription_start_site","+","78234666",78234666,-2710,-3048,"",57674,"RNF213","chr17:78234666-78234666","009900","MGC46622,DKFZp762N1115,KIAA1618,FLJ13051,MGC9929,KIAA1554,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:78234666-78234666&pix=800&Submit=submit,NET57","ring finger protein 213","","NM_020914","C17orf27",""
"10283","34487","chr18","12304882","12305537","3.221","transcription_start_site","+","12308256",12308256,-2719,-3046,"",84617,"TUBB6","chr18:12308256-12308256","009900","MGC4083,MGC132410,TUBB-5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:12308256-12308256&pix=800&Submit=submit","tubulin, beta 6","","NM_032525","HsT1601",""
"15536","36883","chrX","148624031","148624858","3.8996","transcription_start_site","-","148621312",148621312,-2719,-3136,"",100131434,"LOC100131434","chrX:148621312-148621312","009900","FLJ42046,FLJ59110,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:148621312-148621312&pix=800&Submit=submit,FLJ44451,FLJ17999","hypothetical LOC100131434","","NR_027455","FLJ17161",""
"1029","24684","chr1","45808349","45808514","3.0672","transcription_start_site","-","45805629",45805629,-2720,-2804,"",4595,"MUTYH","chr1:45805629-45805629","009900","MGC4416,MYH,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:45805629-45805629&pix=800&Submit=submit","mutY homolog (E. coli)","","NM_001048174","CYP2C",""
"12136","35184","chr19","45405863","45406312","2.5003","transcription_start_site","+","45409038",45409038,-2726,-2952,"",348,"APOE","chr19:45409038-45409038","009900","MGC1571,LDLCQ5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:45409038-45409038&pix=800&Submit=submit,LPG","apolipoprotein E","","NM_000041","AD2",""
"11663","35025","chr19","36233018","36233759","3.6083","transcription_start_site","+","36236493",36236493,-2734,-3104,"",55851,"PSENEN","chr19:36236493-36236493","009900","MSTP064,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:36236493-36236493&pix=800&Submit=submit,PEN2,PEN-2","presenilin enhancer 2 homolog (C. elegans)","","NM_172341","MDS033",""
"13906","36342","chr22","42338967","42339398","3.2335","transcription_start_site","-","42336223",42336223,-2744,-2960,"",79019,"CENPM","chr22:42336223-42336223","009900","bK250D10.2,CENP-M,MGC861,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:42336223-42336223&pix=800&Submit=submit,PANE1","centromere protein M","","NM_001110215","C22orf18",""
